"";"rownames.mat."
"14410";"Parkinson"
"14411";"Peter_Morrison"
"14412";"Tebbit"
"14413";"Wakeham"
"14414";"Ali_Agca"
"14415";"Algemeen_Dagblad"
"14416";"Gerhard_Schroder"
"14417";"Hans_Ulrich_Kempski"
"14418";"Herbert_Wehner"
"14419";"Saarbrucken"
"14420";"Alec_Douglas_-_Home"
"14421";"Conal_Gregory"
"14422";"Harold_Macmillan_'s"
"14423";"Francis_Sanzillo"
"14424";"Jack_S._Hoffinger"
"14425";"Jay_R._Halfon"
"14426";"Andrei_Lukanov_'s"
"14427";"Avramov"
"14428";"Alison_Bumstead"
"14429";"Clint_Davis"
"14430";"Colin_Harris"
"14431";"Jackie_Jeavons"
"14432";"John_P._McCaffrey"
"14433";"Kenneth_Northall"
"14434";"Tony_Kelly"
"14435";"Britons"
"14436";"gentler"
"14437";"kinder"
"14438";"Rajaratnam"
"14439";"Sinnathamby_Rajaratnam"
"14440";"Beethoven_symphony"
"14441";"James_A._Yates"
"14442";"Simons"
"14443";"Clayton_Yeutter"
"14444";"Yeutter"
"14445";"Dertliev"
"14446";"Grace"
"14447";"Kristev"
"14448";"Kristyu_Kristev"
"14449";"David_Clelland"
"14450";"Gillian_Shephard"
"14451";"Richard_Simons"
"14452";"DAVID_R._JONES"
"14453";"Frank_Macchiarola"
"14454";"Richard_Ravitch_'s"
"14455";"Czeslaw_Bielecki"
"14456";"Walesa_Ahead"
"14457";"Adins"
"14458";"Alberto"
"14459";"Anthony_Quainton"
"14460";"Armando_Velarde"
"14461";"Ashaninkas"
"14462";"Claudia"
"14463";"Coca_-_growing"
"14464";"Dionisio_Ortiz"
"14465";"Ene_Valley"
"14466";"Felix"
"14467";"Felix_Saiz"
"14468";"Froude"
"14469";"Joseph_Theodore_Gagnon"
"14470";"Luc_Adins"
"14471";"Lucas_Adins"
"14472";"Machiguenga"
"14473";"Mariano"
"14474";"Mariano_bristles"
"14475";"Mariano_Gagnon"
"14476";"MARIANO_HOPED"
"14477";"Mariano_to_Tzibokiroato"
"14478";"Mario_Zumaeta"
"14479";"Mario_Zumaeta_'s"
"14480";"Matias"
"14481";"Mazamari"
"14482";"Michel_Saenz"
"14483";"Nicolas"
"14484";"Pio"
"14485";"Pio_Medina"
"14486";"Rigoberto"
"14487";"Robert_Froude"
"14488";"Roy_Ponce"
"14489";"Saenz"
"14490";"Satipo"
"14491";"Sendero"
"14492";"the_Shining_Path"
"14493";"The_Shining_Path"
"14494";"Tzibokiroato"
"14495";"Velarde"
"14496";"Cibes"
"14497";"Donohue"
"14498";"James_Bernard_Longley"
"14499";"Julius_L._Meier"
"14500";"Leo_V._Donohue"
"14501";"Longley"
"14502";"Thomas_J._D'Amore_Jr."
"14503";"Walter_J._Hickel"
"14504";"William_Langer"
"14505";"DOUGLAS_GOWAN"
"14506";"Carlos_Rafael_Rodriguez"
"14507";"Gustavo_Arcos_Bergnes"
"14508";"Julio_A._Garcia_Oliveras"
"14509";"Peter_Smith"
"14510";"Chittagong"
"14511";"Kamal_Haider"
"14512";"Rajshahi"
"14513";"Chalerm"
"14514";"Chalerm_Yoobamrung"
"14515";"Suchinda_Kraprayoon"
"14516";"Barbara_Krasnoff"
"14517";"Krasnoff"
"14518";"Zhu_Jianbin"
"14519";"Bethlehem"
"14520";"Lenin_Peace_Prize"
"14521";"Ronnie_Bethlehem"
"14522";"A._K._Khondker"
"14523";"Abdus_Sattar"
"14524";"Shahabuddin_Ahmed"
"14525";"Syed_Ishtiaq_Ahmed"
"14526";"Aleksandr_Yakovlev"
"14527";"Peter_Beron"
"14528";"Engholm"
"14529";"Friedrich_Bohl"
"14530";"Justice_Shahabuddin"
"14531";"Shahabuddin"
"14532";"Shek_Hasina"
"14533";"Casa_Rosada"
"14534";"Dorothy"
"14535";"Duhalde"
"14536";"Eduardo_Alberto_Duhalde"
"14537";"Luis_Zamora"
"14538";"Sahib_Hussain_Tahir"
"14539";"George_Saitoti"
"14540";"Saitoti"
"14541";"Cameroon"
"14542";"Chad"
"14543";"Deby"
"14544";"Idris_Deby"
"14545";"Dimitar_Popov"
"14546";"Banharn"
"14547";"Banharn_Silpa_-_archa"
"14548";"Caught"
"14549";"Montri"
"14550";"Montri_Pongpanich"
"14551";"Suvit"
"14552";"Suvit_Yodmani"
"14553";"Carlos_Lemos_Simmonds"
"14554";"Cesar_Gaviria"
"14555";"Juan_Gabriel_Tokatlian"
"14556";"Tokatlian"
"14557";"Behaved_Shamefully_'"
"14558";"bureaucratic_warrens"
"14559";"Ivan_Polozhkov"
"14560";"marbled_halls"
"14561";"NORMAN_J._UNRAU"
"14562";"Eric_Vassell"
"14563";"Hartley_Neita"
"14564";"Michael_Manley"
"14565";"Vassell"
"14566";"Aurelio"
"14567";"Henry_Hill"
"14568";"Lazard_Realty"
"14569";"Martin_J._McLaughlin"
"14570";"Polo"
"14571";"Robert_J._Malito"
"14572";"Mary_Jo_White"
"14573";"Avi_Cohen"
"14574";"Jay_Adolf"
"14575";"David_Willers"
"14576";"Gwala"
"14577";"Imbali"
"14578";"Kerchhoff"
"14579";"Keys"
"14580";"Peter_Kirchhoff"
"14581";"Radley_Keys"
"14582";"Gjoni"
"14583";"Hajredin_Celiku"
"14584";"Lenka_Cuko"
"14585";"Muho_Asllani"
"14586";"Piro_Kondi"
"14587";"Qirjako_Mihali"
"14588";"Sigurimi"
"14589";"Xhelil_Gjoni"
"14590";"Jan_Olszewski"
"14591";"Lech_Klaczynski"
"14592";"Stefan_Jurczak"
"14593";"Tyminskis"
"14594";"A._H._Nasution"
"14595";"Ali_Sadikin"
"14596";"H._R._Dharsono"
"14597";"harken"
"14598";"Nasution"
"14599";"Azimuddin_Ahmed"
"14600";"Khaleda"
"14601";"Mahmudul_Hasan"
"14602";"Roushan_Ara"
"14603";"Gramoz_Pashko"
"14604";"Hajdfari"
"14605";"Ismail_Kadare"
"14606";"Pashko"
"14607";"Sali_Berisha"
"14608";"Blumberg"
"14609";"Conweill"
"14610";"Harvey_Robins"
"14611";"Kinshasha_Holman_Conweill"
"14612";"Linda_Blumberg"
"14613";"Chen_Yuan"
"14614";"Radu_Campeanu"
"14615";"Antoni_Macierewicz"
"14616";"Jan_Krzysztof_Bielecki"
"14617";"Kaczorowski"
"14618";"Olszewski"
"14619";"Ryszard_Kaczorowski"
"14620";"Yeltsin_Is_Watched"
"14621";"Enver_Halili"
"14622";"Genc_Pollo"
"14623";"Karen"
"14624";"U_Sein_Win"
"14625";"al_-_Hoss"
"14626";"Hoss"
"14627";"Hrawisuggested"
"14628";"Omar_Karami"
"14629";"Acton"
"14630";"Cooley"
"14631";"D'Arco"
"14632";"David_J._Shields"
"14633";"De_Leo"
"14634";"Dick_Thornburgh"
"14635";"Fred_Foreman"
"14636";"Fred_Roti"
"14637";"Harry_Aleman"
"14638";"John_A._D'Arco_Jr."
"14639";"Joseph_Epstein"
"14640";"Marcy"
"14641";"Operation_Graylord"
"14642";"Pasquale_F._De_Leo"
"14643";"Pasquale_Marcy"
"14644";"Robert_J._Cooley"
"14645";"Roti"
"14646";"Shields"
"14647";"Thornburgh"
"14648";"William_S._Sessions"
"14649";"Andrzej_Drzycimski"
"14650";"Balcerowicz"
"14651";"Bielecki"
"14652";"Drzycimski"
"14653";"Jan_Krzysztof"
"14654";"Carlos_Saul_Menem_'s"
"14655";"Garcia_Marquez"
"14656";"Guillermo_Luque"
"14657";"Marcolli"
"14658";"Maria_Soledad"
"14659";"Maria_Soledad_Morales"
"14660";"Miguel_Marcolli"
"14661";"Ramon_Saadi"
"14662";"Saadis"
"14663";"Sister_Martha_Pelloni"
"14664";"Sister_Pelloni"
"14665";"Teen_-_Ager_'s"
"14666";"Vicente_Saadi"
"14667";"Jan_Sokol"
"14668";"Klaus"
"14669";"Rudolf_Blazek"
"14670";"Sokol"
"14671";"Gerhard_Stoltenberg"
"14672";"Heinrich_Vogel"
"14673";"Manfred_Worner"
"14674";"Rita_Sussmuth"
"14675";"Bangladeshis"
"14676";"Mahmudul_Hassan"
"14677";"Moudud"
"14678";"Moudud_Ahmed"
"14679";"Shah_Moazzem"
"14680";"Disobey"
"14681";"Chen_Zeming"
"14682";"Han_Dongfang"
"14683";"Ren_Wending"
"14684";"Ge_Xun"
"14685";"X"
"14686";"X."
"14687";"Y"
"14688";"Zhu_Jianbin_'s"
"14689";"Eduard_Amvrosiyevich"
"14690";"Eduard_Shevardnadze_'s"
"14691";"frank"
"14692";"Goldansky"
"14693";"Enver_Hoxha"
"14694";"Hoxha"
"14695";"Stalin_Boulevard"
"14696";"Schevardnadze"
"14697";"Brzezinski"
"14698";"Nowina_-_Konopka"
"14699";"Piotr_Nowina_-_Konopka"
"14700";"Chechen"
"14701";"Primakov"
"14702";"Temuraz_Stepanov"
"14703";"Bakatin"
"14704";"Chernyak"
"14705";"Fyodorov"
"14706";"Nikolai_V._Fyodorov"
"14707";"Vladimir_K._Chernyak"
"14708";"Genc_Pusuli"
"14709";"Maiziere"
"14710";"Big"
"14711";"Duryea"
"14712";"Perry_B._Duryea"
"14713";"Steingut"
"14714";"Li_Zhaoxing"
"14715";"Richard_Schifter"
"14716";"Schifter"
"14717";"Timothy_A._Gelatt"
"14718";"Zhang_Ming"
"14719";"Zheng_Xuguang"
"14720";"Chawla"
"14721";"Gandhi_Circle"
"14722";"M._K._Chawla"
"14723";"Marshal_Sergei_F._Akhromeyev"
"14724";"Marshal_Yazov_'s"
"14725";"Nikolai_S._Petrushenko"
"14726";"Petrushenko"
"14727";"Stanislav_I._Postnikov"
"14728";"Viktor_A._Pisarenko"
"14729";"Viktor_I._Alksnis"
"14730";"Boris_Primakov"
"14731";"Boris_Pugo"
"14732";"Francois_Heisbourg"
"14733";"Maksim_Litvinov"
"14734";"Hussein_Husseini"
"14735";"Walid_Jumblatt"
"14736";"Graanoogst"
"14737";"Ivan_Graanoogst"
"14738";"Rameswar_Shankar"
"14739";"Shankar"
"14740";"Teshel_Alik"
"14741";"Basil_Patterson"
"14742";"Clarence_Norman"
"14743";"Patterson"
"14744";"Metropolitan_Pitirim"
"14745";"Nursultan_A._Nazarbayev"
"14746";"Pitirim"
"14747";"Douglas_H._Lasdon"
"14748";"Lasdon"
"14749";"Ronald_K._Shelp"
"14750";"Nicu_Ceausescu"
"14751";"Ayodhya"
"14752";"Bharatiya_Janata"
"14753";"Jan_Path"
"14754";"Lal_Kishanchand_Advani"
"14755";"Rabi_Ray"
"14756";"Weimar"
"14757";"Will_Germany_'s"
"14758";"Aleksei_N._Yemelyanov"
"14759";"Engver"
"14760";"Yanayev"
"14761";"Yemelyanov"
"14762";"Billie_Holiday"
"14763";"Tedisco"
"14764";"George_Papadopoulos"
"14765";"Nikolaos_Makarezos"
"14766";"Stylianos_Pattakos"
"14767";"Lee_Yang_Woo"
"14768";"Aleksei_M._Yemelyanov"
"14769";"Media_Stars"
"14770";"Consensus_Rule"
"14771";"Elias_Hrawi_'s"
"14772";"Patriarch_Sfair"
"14773";"Saadeh"
"14774";"Fernand_Braudel"
"14775";"Jadwiga_Staniszkis"
"14776";"Kruszewski"
"14777";"Krzysztof_B._Kruszewski"
"14778";"Flateau"
"14779";"George_Daniels"
"14780";"John_Flateau"
"14781";"Paradoxically"
"14782";"Sunshine"
"14783";"Igor_Yeremeyev"
"14784";"Luzhkov"
"14785";"Pavel_Zhukov"
"14786";"Yeremeyev"
"14787";"Yuri_Luzhkov"
"14788";"Zhukov"
"14789";"Diemer"
"14790";"Joseph_K._Diemer"
"14791";"Pat_Ralston"
"14792";"Richard_Leone"
"14793";"Robert_F._Casey"
"14794";"Badran"
"14795";"Kamel_Abu_Jaber"
"14796";"Kasim"
"14797";"King_Hussein_'s"
"14798";"Marwan_al_-_Kasim"
"14799";"Masri"
"14800";"Mudar_Badran"
"14801";"Taher_al_-_Masri"
"14802";"Kuwaiti"
"14803";"JOSEPH_M._MORAN_Hoboken"
"14804";"Peggy_Noonan"
"14805";"Baby_Doc_)_Duvalier"
"14806";"Raymond_Joseph"
"14807";"Brendan_T._Byrne"
"14808";"Garabed_Haytaian"
"14809";"Greg"
"14810";"John_H._Dorsey"
"14811";"David_Dinkins_Jr._Focus"
"14812";"Stillman"
"14813";"Theodore_Wells"
"14814";"Balducci"
"14815";"John_B._Larson"
"14816";"Pro_Tempore"
"14817";"Representative_Jonathan_Pelto"
"14818";"Richard_T._Mulready"
"14819";"Wells"
"14820";"Chamorro_Herself"
"14821";"Cristiana_Chamorro_de_Lacayo"
"14822";"Dona_Violeta_'s"
"14823";"Horacio_Ruiz_Solis"
"14824";"Pedro_Joaquin_Charmarro_Cardenal"
"14825";"Access"
"14826";"Testimony_Theodore_Wells"
"14827";"Albertas_Simenas"
"14828";"Audrius_Butkeviucius"
"14829";"Butkeviucius"
"14830";"Landbergis"
"14831";"Tomas_Luksis"
"14832";"Fares_Boweiz"
"14833";"Michel_Sassin"
"14834";"Algirdas_Sauargas"
"14835";"Alvidas_Paulikiukevicius"
"14836";"Jarmalavicius"
"14837";"Jonas_Girdenis"
"14838";"Jonas_Jangminas"
"14839";"Juozas_Jarmalavicius"
"14840";"Vladimir_N._Uskhopchik"
"14841";"John_Sununu_'s"
"14842";"Joachim_von_Ribbentrop"
"14843";"Vyacheslav_M._Molotov"
"14844";"Boris_K._Pugo"
"14845";"Helen_Lumina"
"14846";"Neyland"
"14847";"Nikolai_V._Neyland"
"14848";"Pugo"
"14849";"Boris_Oleinik"
"14850";"Criticizes_West_WARSAW"
"14851";"Kazimieras_Motieka"
"14852";"Saudargas"
"14853";"Vladimir_N._Uskhochnik"
"14854";"Gustavo_Espina"
"14855";"Jorge_Serrano"
"14856";"Powers"
"14857";"William_Powers"
"14858";"Chen_Yun_'s"
"14859";"Gunther_Krause"
"14860";"Irmgard_Adam_-_Schwatzer"
"14861";"Schauble"
"14862";"Aleksandr_Nevzorov"
"14863";"Anataloy_Pankov"
"14864";"Galina_Sidorova"
"14865";"Genrikh_Igityan"
"14866";"Nevzorov"
"14867";"Anatoly_N._Rybakov"
"14868";"Andrei_A._Voznesensky"
"14869";"Leonid_Kravchenko"
"14870";"Nikolai_Y._Petrakov"
"14871";"Oleg_G._Bitov"
"14872";"Petrakov"
"14873";"Aleksandr_Bessmertnykh"
"14874";"Alexander_Yakovlev"
"14875";"Arthur_Hartman"
"14876";"Charles_Hugel"
"14877";"Eduard_A._Schevardnadze"
"14878";"Occidental"
"14879";"Schevernadze"
"14880";"Unionwas"
"14881";"Unlike_Moses"
"14882";"Valentin_S._Pavlov"
"14883";"Andrew_J._Zambelli"
"14884";"Anne_W._Crowley"
"14885";"Brad_C._Johnson"
"14886";"Crowley"
"14887";"Elizabeth_D._Moore"
"14888";"Fabian_G._Palomino"
"14889";"Francis_J._Murray_Jr."
"14890";"Gene_B._Sperling"
"14891";"Mary_Ann_Crotty"
"14892";"Michael_J._Dowling"
"14893";"Morgado"
"14894";"Palomino"
"14895";"Robert_J._Morgado"
"14896";"Zambelli"
"14897";"Jawaharlal_Sharma"
"14898";"Tata"
"14899";"ROBERT_E._WONE_Brooklyn"
"14900";"Anthony_T._Caso"
"14901";"David_A._Roberti"
"14902";"Forsyth"
"14903";"Hannigan"
"14904";"Joseph_Remcho"
"14905";"Michael_Roos"
"14906";"Pete_Schabarum"
"14907";"Remcho"
"14908";"Robert_T._Forsyth"
"14909";"Roos"
"14910";"Schabarum"
"14911";"Thomas_Hannigan"
"14912";"Willie_L._Brown_Jr."
"14913";"W._WILSON_GOODE"
"14914";"W._WILSON_GOODE_JR_."
"14915";"Brezhnevite_neo_-_Stalinism"
"14916";"Jettisoning_Eastern_Europe"
"14917";"Khrushchevite"
"14918";"Potemkin"
"14919";"Stanislav_Shatalin_'s"
"14920";"Jacques_Sanpeur"
"14921";"Remark"
"14922";"Richard_Widmaier"
"14923";"Roosevelt_Jean_-_Francois"
"14924";"Sanpeur"
"14925";"Widmaier"
"14926";"Babacar_Toure"
"14927";"Casamance"
"14928";"Dakar"
"14929";"Le_Katakaloue"
"14930";"Moustapha_Ka"
"14931";"Wolof"
"14932";"Ziguinchor"
"14933";"Govs"
"14934";"Lehman"
"14935";"Norman_Hurd"
"14936";"William_Leuchtenburg"
"14937";"Lucius_Riccio"
"14938";"David_Steinberger"
"14939";"Steinberger"
"14940";"Andrew_Mapheto"
"14941";"Macozoma"
"14942";"Mapheto"
"14943";"Mayibuye"
"14944";"Saki_Macozoma"
"14945";"Skweyiya"
"14946";"Welsh"
"14947";"Paul_Samuelson_'s"
"14948";"Martin_Spegelj"
"14949";"Slaven_Letica"
"14950";"Spegelj"
"14951";"Rabbi_Marc_H._Tanenbaum"
"14952";"Chris_Meyer"
"14953";"Sal_F._Albanese"
"14954";"Gu_Shunzhang"
"14955";"Manitoba"
"14956";"Parizeau"
"14957";"the_Parti_Quebecois"
"14958";"Hindi"
"14959";"Karunanidhi"
"14960";"Muthivel_Karunanidhi"
"14961";"Pondicherry"
"14962";"Federico_Fellini"
"14963";"Fellini_-_esque"
"14964";"Giorgio_Napolitano"
"14965";"John_Paul_one"
"14966";"Napolitano"
"14967";"Socialitst"
"14968";"Bezek"
"14969";"Stephen_D._Solender"
"14970";"Artyom_Tarasov"
"14971";"Istok"
"14972";"Oleg_Kalugin"
"14973";"Tarasov"
"14974";"Bobby_Raymond"
"14975";"Burdette"
"14976";"Carolyn_Walker"
"14977";"Casa_Grande"
"14978";"David_Horwitz"
"14979";"David_Manley"
"14980";"Donald_Kenney"
"14981";"Ernie_Hoffman"
"14982";"Gary_Bartlett"
"14983";"George_Stragalas_3d"
"14984";"Higuera"
"14985";"J._Anthony_Vincent"
"14986";"James_Hartdegen"
"14987";"James_Meredith"
"14988";"Jane_Hull"
"14989";"Joseph_C._Stedino"
"14990";"Kenney"
"14991";"Laybe"
"14992";"Rich_Scheffel"
"14993";"Ronald_Tapp"
"14994";"Shiree_Foster"
"14995";"Stephens"
"14996";"Sue_Laybe"
"14997";"Tapp"
"14998";"Vincent"
"14999";"Ward_Burnette"
"15000";"Chen_Xiaoping"
"15001";"Brice"
"15002";"Eric_Brice"
"15003";"George_Price"
"15004";"Louis_W._Sullivan"
"15005";"Macoutes"
"15006";"Eudrice_Raymond"
"15007";"Louis_Dejoie_Jr."
"15008";"Preval"
"15009";"Raoul_Cedras"
"15010";"Rene_Preval"
"15011";"Allen_J._Proctor"
"15012";"C._Grossman"
"15013";"Proctor"
"15014";"Electricite_d'Haiti"
"15015";"Jacques_Auguste"
"15016";"Jean_-_Bertrand_Aristide_'s"
"15017";"Karten"
"15018";"Morton_Karten"
"15019";"Hector_Velazquez"
"15020";"Marlene_Cintron"
"15021";"Robert_Garcia_'s"
"15022";"Atal_Behari_Vajpayee"
"15023";"Himachal"
"15024";"Murli_Manohar_Joshi"
"15025";"Vajpayee"
"15026";"anti_-_Castro"
"15027";"Jethro_M._Eisenstein"
"15028";"pro_-_Castro"
"15029";"Robert_J._Johnston_Jr."
"15030";"Thomas_P._Walsh"
"15031";"CUOMO"
"15032";"CUOMO_'S_UNEASY_RELATIONSHIP"
"15033";"CUOMO_TOOK_office"
"15034";"Hugh_L._Carey_'s"
"15035";"Immaculata"
"15036";"Madeline"
"15037";"Russell_Sykes"
"15038";"Theodore_Roosevelt"
"15039";"Thomas_More"
"15040";"Abdulrahman_Jama_Barre"
"15041";"Adam_Abdullahi_Noor"
"15042";"Ali_Mahdi"
"15043";"Ali_Mahdi_Mohamed"
"15044";"Jama_Barre"
"15045";"Jess"
"15046";"Mohamed_Siad_Barre"
"15047";"Omar_Jess"
"15048";"Siad_Barre"
"15049";"Cesar_Gaviria_Trujillo"
"15050";"Extraditables"
"15051";"Humberto_de_la_Calle_Lombana"
"15052";"Michael_Zantovsky"
"15053";"Budlander"
"15054";"Gabriel_Pelo_Mekgwe"
"15055";"Geoff_Budlander"
"15056";"Jan_Swanepoel"
"15057";"Jerry_Richardson"
"15058";"Kenneth_Kgase"
"15059";"M._S._Stegmann"
"15060";"Mekgwe"
"15061";"Moeketsi_Seipei"
"15062";"Swanepoel"
"15063";"Bob_Rae"
"15064";"Jeffrey_Simpson"
"15065";"Rae"
"15066";"William_Vander_Zalm"
"15067";"Joseph_Kamotho"
"15068";"Kenneth_K._Kaunda"
"15069";"Oginga_Odinga"
"15070";"Borisav_Jovic"
"15071";"Janack_Surujnauth"
"15072";"Jane_Brody"
"15073";"Maria_Kaplan"
"15074";"Marion_A._Howe"
"15075";"Chen_Ting"
"15076";"Hou_Xiaotian"
"15077";"Robin_Munro"
"15078";"Zhang_Jie"
"15079";"Cosmo"
"15080";"Eugen_Cosmo"
"15081";"Horhoi"
"15082";"Antonio_Acquino"
"15083";"Antonio_Domingo_Bussi"
"15084";"Araoz"
"15085";"Bussi"
"15086";"Cordoba_Province"
"15087";"Facundo_Vergara"
"15088";"Jose_Domato"
"15089";"Julio_Iglesias"
"15090";"Mercedes_Sosa"
"15091";"Palito_Ortega"
"15092";"Ruben_Rodo"
"15093";"Tucuman"
"15094";"Carmine_G._De_Sapio"
"15095";"Richardson_K._Dilworth"
"15096";"Sayre"
"15097";"Al_Scardino"
"15098";"Amos_Sawyer"
"15099";"Charles_Taylor"
"15100";"Doe"
"15101";"Hezekiah_Bowen"
"15102";"Liberia"
"15103";"Prince_Yormie_Johnson"
"15104";"Samuel_K._Doe_'s"
"15105";"field_marshall"
"15106";"Saddun_Hammadi"
"15107";"Taha_Yassin"
"15108";"James_H._C._Chen"
"15109";"Wu_Yen_-_huan"
"15110";"Matthew_Phoswa"
"15111";"Andre_Plesu"
"15112";"King_Mihai"
"15113";"Margareta"
"15114";"Victor_A._Stanculescu"
"15115";"A.N.C."
"15116";"Albert_J._Luthuli"
"15117";"Alfred_Nzo_"""
"15118";"applaud_Buthelezi"
"15119";"Dinizulu"
"15120";"Harry_Oppenheimer"
"15121";"Irene_Mzila"
"15122";"John_Kane_-_Berman"
"15123";"John_Nkadimeng"
"15124";"Kane_-_Berman"
"15125";"King_Cetshwayo"
"15126";"King_Goodwill_Zwelethini"
"15127";"Maurice_Mackenzie"
"15128";"Pixley_ka_-_Isaka_Seme"
"15129";"Steve_Biko_'s"
"15130";"Walter_F._Sisulu"
"15131";"Zephani_L._Mothopeng"
"15132";"Zulu_prince"
"15133";"Dale_Carnegie"
"15134";"Debs_Myers"
"15135";"Din"
"15136";"George_B._McClellan"
"15137";"Harry_O'Donnell"
"15138";"John_V._Lind"
"15139";"McClellan"
"15140";"Morgan"
"15141";"Sidney_Frigand"
"15142";"William_Randolph_Hearst"
"15143";"Woody_Klein"
"15144";"David_Condliffe"
"15145";"RICHARD"
"15146";"Robert_E._Wone"
"15147";"Wone"
"15148";"KAMAL_KHARCHI"
"15149";"democratizer"
"15150";"Augustine"
"15151";"Barber_Shop"
"15152";"Benoit"
"15153";"David_Opont"
"15154";"Ferdinand_Augustine"
"15155";"Fritz_Darius"
"15156";"Joseph_Pierre"
"15157";"Marjorie_Judith_Vincent"
"15158";"Michael_Pardovany"
"15159";"Petite_Riviere"
"15160";"Pierre_Armand"
"15161";"Pierre_Toussaint"
"15162";"Rene_Jeantine"
"15163";"Sylvain_Benoit"
"15164";"Wesner_Jean"
"15165";"Adil_Carcani"
"15166";"Ben_Ruka"
"15167";"Carcani"
"15168";"Reiz_Malile"
"15169";"Angela_Battaglia"
"15170";"Irene_Van_Slyke"
"15171";"Joan_Millman"
"15172";"Kenneth_Fisher"
"15173";"Millman"
"15174";"Velmanette_Montgomery_'s"
"15175";"Barbara_Zerbersky"
"15176";"McKelvey"
"15177";"Orhenstein"
"15178";"Zerbersky"
"15179";"Berisha"
"15180";"Fatos_Nano"
"15181";"Gramoz_Ruchaj"
"15182";"Kico_Mustaqi"
"15183";"Muhamet_Kapllani"
"15184";"Mustaqi"
"15185";"Shane_Korbeci"
"15186";"Fong_Eu"
"15187";"Grounds"
"15188";"Antonio_Chiang"
"15189";"Chiang_Wego"
"15190";"Generalissimo_Chiang_Kai_-_shek"
"15191";"Hau_Pei_-_cun"
"15192";"Hau_Pei_-_tsun"
"15193";"Huang_Hwa"
"15194";"Shaw_Yu_-_ming"
"15195";"Ting"
"15196";"Ting_Tin_-_yu"
"15197";"Allen_Hendrickse"
"15198";"Beyers_Naude"
"15199";"Jonker"
"15200";"Leon_Wessels"
"15201";"Naude"
"15202";"Renier_Schoeman"
"15203";"Willie_D._Jonker"
"15204";"Zach_de_Beer"
"15205";"Bajram_Curri"
"15206";"Kukes"
"15207";"Kezer"
"15208";"Pauline_R._Kezer"
"15209";"Ishida"
"15210";"Japanese,""Koshiro_Ishida"
"15211";"Ira_Antonova"
"15212";"Prosecutor"
"15213";"Todor_Zhivkov_'s"
"15214";"Mohammed_Baqer_Hakim"
"15215";"Ahmed_al_-_Rabai"
"15216";"Angie_al_-_Salem"
"15217";"Faisal_Jaffar"
"15218";"Jaber_al_-_Ahmed_al_-_Sabah"
"15219";"Sheik_Ali_Khalifa"
"15220";"Sultan"
"15221";"the_Emir_of_Kuwait"
"15222";"Roshan_Ershad"
"15223";"Sheik_Mujibur"
"15224";"Chiang_Mai"
"15225";"Choonhavan"
"15226";"King_Bhumibol_'s"
"15227";"Sunthorn_Kongsompong"
"15228";"Juniata_College_Huntingdon"
"15229";"Political_Science"
"15230";"Rene_Emilio_Ponce"
"15231";"Surin"
"15232";"Surin_Pitsuwan"
"15233";"Ai_Zhisheng"
"15234";"Jiao"
"15235";"Jiao_Yulu"
"15236";"Bui_Tin"
"15237";"Nguyen_Khac_Vien"
"15238";"Tin"
"15239";"Vien"
"15240";"Feliciangeli"
"15241";"Mina_Feliciangeli"
"15242";"Chandra_Shekhar_'s"
"15243";"Rajiv_Ganndhi"
"15244";"Vishwanath_Pratap_Singh_'s"
"15245";"Joaquin_Villalobos"
"15246";"Villalobos"
"15247";"Alpine"
"15248";"Howard_J._Rubenstein_'s"
"15249";"James_Capalino"
"15250";"Abdul_-_Wahab"
"15251";"Ali_Hassan_al_-_Majid"
"15252";"Aski_Kalak"
"15253";"Charles_Tripp"
"15254";"Daratow"
"15255";"Hussein_Kamal_al_-_Majid"
"15256";"Jalal_Talabani"
"15257";"Khabata"
"15258";"Mahmoud_Vaezi"
"15259";"Majid"
"15260";"Salahad_-_Din"
"15261";"Sameer_Mohamed_Abdul_-_Wahab"
"15262";"the_Imam_Ali"
"15263";"Tripp"
"15264";"Emir_Jaber_al_-_Ahmed_al_-_Sabah"
"15265";"Saad"
"15266";"Saad_al_-_Abdullah_al_-_Sabah"
"15267";"Armin_Mitter"
"15268";"Mitter"
"15269";"Stefan_Wolle"
"15270";"Wolle"
"15271";"Michael_Carr"
"15272";"Paddy_Ashdown"
"15273";"Efe"
"15274";"Emin_Colasan"
"15275";"Husnu_Dogan"
"15276";"Korkut"
"15277";"Areyh_Neier"
"15278";"John_Khaminwa"
"15279";"Martha_Njoka"
"15280";"Muite"
"15281";"Paul_Muite"
"15282";"Blanding"
"15283";"Cobb"
"15284";"Luther_Taylor"
"15285";"Benin"
"15286";"Karim_Okanla"
"15287";"Kerekou"
"15288";"Nicethore_Soglo"
"15289";"Okanla"
"15290";"Soglo"
"15291";"Crown_Prince_Saad_al_-_Abdullah_al_-_Sabah"
"15292";"Emir_Kuwaiti"
"15293";"Sheik_Jaber"
"15294";"Sheik_Saad"
"15295";"DAVID_ROSENBLOOM"
"15296";"Elizabeth_Kolbert"
"15297";"Kolbert"
"15298";"Chart_Thai"
"15299";"Chet_Ismail"
"15300";"Paolo_de_Angelis"
"15301";"Pollo"
"15302";"James_Morton"
"15303";"Morton"
"15304";"Peter_J._Johnson_Jr."
"15305";"Eric_Schmertz"
"15306";"Michael_-_Schmertz"
"15307";"Philip_Michael"
"15308";"Schmertz"
"15309";"Billy_Nungesser"
